,val_loss,val_acc
0,2.3052569988250733,0.0897
1,2.217329196548462,0.3189
2,2.0470298625946044,0.5678
3,1.8181416582107544,0.5139
4,1.5437275299072266,0.6765
5,1.4473206201553346,0.605
6,1.790025016784668,0.4958
7,1.7502683065414428,0.3912
8,1.7807325506210328,0.3404
9,1.6924710399627685,0.4383
10,1.548247720336914,0.6228
11,1.2921301500320435,0.6887
12,1.0220107504844667,0.7643
13,0.9467384046554566,0.6878
14,1.2499477519989013,0.5901
15,1.3424048654556275,0.5527
16,1.2709893560409546,0.6836
17,1.0298937066078186,0.6639
18,0.7569371850013733,0.8112
19,0.7515439175605774,0.7657
20,0.8454146306991577,0.7219
21,1.329582272720337,0.6552
22,1.0958763662338258,0.6423
23,1.1843232389450074,0.6174
24,1.12548475856781,0.6453
25,0.9048832632064819,0.7777
