,val_loss,val_acc
0,2.305257014083862,0.0897
1,2.2249869873046877,0.2562
2,2.052210442352295,0.4876
3,1.8547581245422364,0.4482
4,1.6115419759750367,0.5929
5,1.7500287929534912,0.3326
6,1.6680537559509276,0.4496
7,2.072301930999756,0.3775
8,1.648296664619446,0.5615
9,1.5059621761322022,0.6499
10,1.2942154661178589,0.6808
11,1.2938851112365723,0.5491
12,1.4467986484527589,0.5687
13,1.1760743511199951,0.6046
14,1.2742404233932496,0.55
15,1.6554871490478515,0.5136
16,1.5257373863220214,0.5974
17,1.2819645957946777,0.5523
18,1.1397187792778014,0.6438
19,0.9275194890975952,0.7281
20,0.87285977268219,0.7268
21,0.8998201212882996,0.6918
22,0.6981433026313781,0.8102
23,0.7121870362281799,0.7761
24,0.8304148833274841,0.7464
25,0.7421420213699341,0.7729
