,train_loss,train_acc,val_loss,val_acc,time_refs
71,0.3367535471916199,0.90625,0.35928577959537505,0.901,1663996825.293368
72,0.415842741727829,0.87109375,0.35737051904201506,0.9011,1663997464.687457
73,0.334029883146286,0.92578125,0.35711245856285095,0.9016,1663998025.1185079
74,0.34432026743888855,0.89453125,0.35528167860507964,0.9018,1663998467.2895875
75,0.4014705419540405,0.88671875,0.35460627217292784,0.9019,1663998959.326408
76,0.3419981002807617,0.8984375,0.3523558151960373,0.9024,1663999453.5741017
77,0.46702897548675537,0.89453125,0.3511801890611649,0.9027,1663999951.9101212
78,0.3938027322292328,0.890625,0.3501016382455826,0.9028,1664000462.9202883
79,0.27245935797691345,0.9140625,0.3485893493652344,0.9028,1664000896.0632493
80,0.4121948182582855,0.87890625,0.3469483741044998,0.9035,1664001398.3554661
81,0.36230185627937317,0.87890625,0.3455503823280334,0.9043,1664001852.8820372
82,0.324045330286026,0.91796875,0.3448992965698242,0.9041,1664002289.7186184
83,0.3717134892940521,0.8828125,0.3431842160701752,0.9039,1664002822.4682267
84,0.36340656876564026,0.90625,0.3417829548358917,0.9043,1664003327.8182948
85,0.36184683442115784,0.890625,0.34148137335777284,0.9047,1664003847.0923123
86,0.2853080928325653,0.91015625,0.3402190622806549,0.905,1664004411.5592964
87,0.3398609757423401,0.91015625,0.3393342524528503,0.9044,1664004973.764449
88,0.3217979967594147,0.89453125,0.33767460100650787,0.9056,1664005505.0095735
89,0.3042747378349304,0.93359375,0.3367940571308136,0.9052,1664006167.921812
90,0.2676137685775757,0.921875,0.33488704533576963,0.9059,1664006653.1228857
91,0.32533422112464905,0.90625,0.3340853954553604,0.9068,1664007113.440256
92,0.48846304416656494,0.87109375,0.3334805051326752,0.9062,1664007599.8023956
93,0.3869897425174713,0.875,0.33401567194461823,0.9059,1664008175.6979702
94,0.4275951385498047,0.8854166666666666,0.33125861296653747,0.9077,1664008650.8937912
95,0.339870423078537,0.921875,0.33026217217445375,0.9064,1664009080.4675329
96,0.37310266494750977,0.89453125,0.32949846942424776,0.9071,1664009519.197373
97,0.3845883309841156,0.89453125,0.3299788380622864,0.9072,1664010044.5297728
98,0.306942343711853,0.890625,0.3279304516077042,0.9076,1664010555.75799
99,0.23942549526691437,0.94921875,0.3269398543834686,0.9076,1664011116.4186132
100,0.3037855923175812,0.91796875,0.3266343724012375,0.9073,1664011655.566811
101,0.32431989908218384,0.91796875,0.3261613610267639,0.908,1664012168.6281364
102,0.4488297998905182,0.87109375,0.32450255272388456,0.9087,1664012682.338877
103,0.28657281398773193,0.91796875,0.32321067197322845,0.9088,1664013232.720873
104,0.33302974700927734,0.9140625,0.3225510411500931,0.9103,1664013699.1159818
52804.435685396194,32079.161390781403
