,val_loss,val_acc
89,1.1085068881034852,0.7934
90,1.0979624444007874,0.7959
91,1.087461687374115,0.7979
92,1.0769923559188843,0.7991
93,1.0671117614746093,0.7991
94,1.0570941181182862,0.8006
95,1.0471711745262147,0.8005
96,1.0373939045906067,0.8023
97,1.027869728565216,0.8047
98,1.0186290505409241,0.8069
99,1.009504186153412,0.8081
100,1.0008177193641663,0.8074
101,0.9921116925239563,0.8096
102,0.9838119064331055,0.8092
103,0.9751059649467468,0.8122
104,0.9669171630859374,0.813
105,0.9585419603347778,0.8152
106,0.9505727786064148,0.8162
107,0.9426800276756286,0.8183
108,0.9347823148727417,0.8182
109,0.9272064939498902,0.819
110,0.9196846914291382,0.8202
111,0.9122401364326477,0.8208
112,0.9050148014068603,0.8215
113,0.8980898561477662,0.8237
114,0.891335722541809,0.8246
115,0.8843647930145264,0.8258
116,0.8777500262260437,0.8256
117,0.8714184520721435,0.826
118,0.8648847963333129,0.8252
119,0.858443098449707,0.8261
120,0.852207513999939,0.8289
121,0.846013966178894,0.8302
122,0.8400049519538879,0.8317
123,0.8341323105812073,0.8308
124,0.8286753268241882,0.8328
125,0.8234126210212708,0.8313
126,0.8175474375724793,0.8333
127,0.8120377033233642,0.8342
128,0.8066259247779847,0.8358
129,0.8010514042854309,0.8348
130,0.7958678237915039,0.8363
131,0.7907080161094665,0.8382
132,0.7856971071243286,0.8389
133,0.7806449939727783,0.8391
134,0.775624677848816,0.8395
135,0.7707067288398742,0.8397
136,0.7660810470581054,0.8408
137,0.7615611318588257,0.8415
138,0.7569749516487122,0.8428
139,0.7523917979240418,0.8427
140,0.748275434589386,0.8424
141,0.7439429886817932,0.8432
142,0.7396173442840576,0.8415
143,0.7352053277015687,0.8433
144,0.7309293736457825,0.8437
145,0.7269119975090027,0.8451
146,0.7228056049346924,0.8449
147,0.7191278741836548,0.8454
148,0.7153710624694825,0.8461
149,0.7118701658248902,0.8455
150,0.7078878331184387,0.848
151,0.7042173790931702,0.8482
152,0.7003289761543274,0.8493
153,0.6967857177734375,0.8489
154,0.6932190629959106,0.8518
155,0.6896098905563355,0.8519
156,0.6861865244865417,0.8522
157,0.6827417993545533,0.8527
158,0.6792435040473938,0.8529
159,0.6758583606719971,0.8535
160,0.6726896130561829,0.8546
161,0.6696491436004639,0.8546
162,0.6663357048034668,0.8561
163,0.6632850248336792,0.8558
164,0.6604141548156738,0.8568
165,0.6573489967346191,0.8558
166,0.6542267530918121,0.8564
167,0.6513084265232086,0.8572
168,0.6482441226005554,0.858
169,0.6453613082408906,0.8583
170,0.6425326848983764,0.8583
171,0.640050506401062,0.8578
172,0.6376877853870392,0.8572
173,0.6347733204841614,0.8578
174,0.6320911557674408,0.8601
175,0.6294332911014557,0.8602
176,0.6265715753555298,0.8597
177,0.6240145596027374,0.8602
178,0.6214803528785705,0.8605
179,0.6190308889389038,0.8611
180,0.6165280127048492,0.8609
181,0.6139282573223114,0.8614
182,0.6113788875102997,0.8617
183,0.6090715167045593,0.8621
184,0.6068453300476074,0.8638
185,0.6045402174472809,0.8637
186,0.6021690212726593,0.8629
187,0.600140765953064,0.8634
188,0.597990999174118,0.8643
189,0.5957334629535675,0.8638
190,0.5933325629711151,0.8649
191,0.5910664897441864,0.8654
192,0.589000496006012,0.8662
193,0.586740636396408,0.8661
194,0.5849062104701996,0.8664
195,0.5829747894763947,0.8665
196,0.5812274341583252,0.8668
197,0.5791045039176941,0.8672
198,0.5771311512947083,0.8679
199,0.5749723415374756,0.8687
200,0.5730696557044983,0.8677
201,0.5711637234687805,0.869
202,0.569197911787033,0.8699
203,0.5673848469257354,0.8698
204,0.5654983174800873,0.8699
205,0.5635396304607392,0.8702
206,0.561620600938797,0.8703
207,0.5599054950237274,0.8712
208,0.5583045622825623,0.871
209,0.5564344804763794,0.8707
210,0.5547482274055481,0.8712
211,0.5532197872161865,0.871
212,0.5515063102722167,0.8701
213,0.5496692632198333,0.8709
214,0.5480817583084107,0.8713
215,0.5462655130386352,0.8723
216,0.5446027359485627,0.8731
217,0.5429806620121003,0.8731
218,0.5416517492771149,0.8732
219,0.5403891215801239,0.8727
220,0.5387090954303742,0.8727
221,0.5371925636768341,0.8742
222,0.5356597212314606,0.8745
223,0.5339121299266815,0.8747
224,0.5324200740337371,0.8754
225,0.530982213306427,0.8757
226,0.5296026849746704,0.8759
227,0.5281773082256317,0.8756
228,0.526598717212677,0.8756
229,0.5250293942451477,0.8761
230,0.523691850566864,0.8765
231,0.5224231045246124,0.8773
232,0.521110929775238,0.8769
233,0.5196759690284729,0.8771
234,0.5185034467220306,0.8774
235,0.5172904494285584,0.8766
236,0.5159001133918762,0.8766
237,0.5143797941684722,0.8774
238,0.5130122268676758,0.8779
239,0.511764379453659,0.8774
240,0.5103067562580109,0.878
241,0.5092701513767243,0.8782
242,0.5081199499607086,0.8782
243,0.5071245337486268,0.8786
244,0.5058543862342835,0.8781
245,0.5046429423809051,0.8782
246,0.5032778748035431,0.8788
247,0.5020823244094849,0.8789
248,0.5009341911315918,0.8796
249,0.4997276150226593,0.8804
250,0.4986682409286499,0.8801
251,0.49747937769889833,0.8801
252,0.49626214947700503,0.8799
253,0.49500671858787537,0.8804
254,0.49395821776390075,0.8806
255,0.49301911878585813,0.8812
256,0.49182887868881225,0.8814
257,0.49077289724349976,0.8818
258,0.4898682596206665,0.8817
259,0.48877490978240967,0.8814
260,0.48753538098335264,0.8814
261,0.48659169645309447,0.8814
262,0.4853816641330719,0.8818
263,0.4842914705276489,0.8818
264,0.48324789457321166,0.8825
265,0.48245580563545226,0.8827
266,0.48169629073143005,0.8815
267,0.4806250240325928,0.8825
268,0.47967919397354125,0.8822
269,0.47869731998443604,0.8827
270,0.4775061035633087,0.8831
271,0.4765323997020721,0.8833
272,0.475639226436615,0.883
273,0.4748017142772675,0.8837
274,0.47391396975517275,0.8831
275,0.4728583003997803,0.8839
276,0.4717838517665863,0.8838
277,0.47092537832260134,0.8837
278,0.4701260298728943,0.8838
279,0.4693263296127319,0.8846
280,0.4683577577114105,0.8844
281,0.46760212755203245,0.884
282,0.4668548448085785,0.8839
283,0.4658969027042389,0.8846
284,0.4648400170326233,0.8853
285,0.46395187139511107,0.8849
286,0.46310495705604554,0.8856
287,0.46206770486831666,0.8858
288,0.46144059166908263,0.8853
289,0.46068684763908385,0.8855
290,0.46006902723312376,0.8854
291,0.45924670910835264,0.8855
292,0.4584467494487762,0.886
293,0.4575034854412079,0.8858
294,0.4566664793968201,0.8859
295,0.45592335653305055,0.8858
296,0.4551251856803894,0.8863
297,0.4544752316951752,0.887
298,0.453649063873291,0.8867
299,0.4528521694660187,0.8876
300,0.45195015935897825,0.8881
301,0.4512522149562836,0.8875
302,0.45066852922439576,0.887
303,0.4498408299446106,0.887
304,0.44911701135635373,0.8874
305,0.4485505952835083,0.8875
306,0.44778375573158263,0.8873
307,0.4468650028705597,0.8876
308,0.4462790008068085,0.8878
309,0.44540308537483214,0.8882
310,0.44462368898391724,0.8884
311,0.44389663829803466,0.8885
312,0.44339925332069396,0.8881
313,0.4429027380466461,0.888
314,0.44216769709587095,0.8884
315,0.4415426739215851,0.8886
316,0.44086528553962706,0.8884
317,0.43999005928039553,0.8891
318,0.4393058091163635,0.8892
319,0.4387150098323822,0.8897
320,0.4381836271286011,0.8899
321,0.4375992332458496,0.8898
322,0.43684152874946597,0.8896
323,0.43605333528518675,0.8902
324,0.4354602164745331,0.8905
325,0.4349218515396118,0.8898
326,0.43441406993865966,0.8905
327,0.4337057234764099,0.8901
328,0.4331791105747223,0.8899
329,0.4326901873111725,0.8898
330,0.43197340412139895,0.8898
331,0.4311866202831268,0.8897
332,0.430582315158844,0.8899
333,0.42995690159797667,0.8904
334,0.42916398701667785,0.891
335,0.4287736786842346,0.8903
336,0.4282448601722717,0.8905
337,0.42783935465812684,0.8901
338,0.42727053618431093,0.8904
339,0.4267171962738037,0.891
340,0.42602400817871094,0.8914
341,0.4253901631355286,0.8905
342,0.42488048949241636,0.8909
343,0.4243223518371582,0.8911
344,0.42391720237731934,0.8916
345,0.42329866552352907,0.8915
346,0.4227561319828033,0.8916
347,0.42206138925552367,0.8925
348,0.42156788492202757,0.8918
349,0.4211940781593323,0.8913
350,0.4205767345905304,0.8916
351,0.420047314453125,0.892
352,0.4196788996219635,0.8915
353,0.4191019923210144,0.8919
354,0.4183689745426178,0.8915
355,0.4180003293037415,0.8915
356,0.4173263783931732,0.8917
357,0.41672958507537844,0.8926
358,0.4161925810813904,0.8926
359,0.4158742619037628,0.8927
360,0.4155283313274383,0.8927
361,0.4149920832157135,0.8927
362,0.4145581149578095,0.8924
363,0.4140655142784119,0.8926
364,0.41338663783073426,0.8927
365,0.41287832922935486,0.893
366,0.41246307406425475,0.8929
367,0.4121180525779724,0.8928
368,0.4117156461238861,0.8931
369,0.4111443810939789,0.8929
370,0.4105388387680054,0.8938
371,0.41010459938049315,0.8937
372,0.4097207682609558,0.8932
373,0.40939179663658143,0.8934
374,0.4088418407440186,0.8928
375,0.40845158705711365,0.8931
376,0.4081165067195892,0.8934
377,0.40754648880958555,0.8938
378,0.4069297015190125,0.8939
379,0.40650295057296754,0.8935
380,0.4060106089115143,0.8939
381,0.4053711272239685,0.8948
382,0.4051282668113709,0.8947
383,0.40473792247772217,0.8944
384,0.404462197303772,0.8939
385,0.4040427631855011,0.8934
386,0.40365051813125613,0.8944
387,0.40311725006103516,0.895
388,0.4026095372200012,0.8945
389,0.40224053783416747,0.8946
390,0.40183146657943725,0.8946
391,0.4015814908027649,0.8948
392,0.40109033279418943,0.8946
393,0.4007160675048828,0.895
394,0.40015338134765627,0.8954
395,0.3997856746673584,0.8949
396,0.39954208111763,0.8951
397,0.39905584230422975,0.8953
398,0.3986461581707001,0.8948
399,0.3984007133960724,0.8954
400,0.39794478735923766,0.896
401,0.39732869148254396,0.8959
402,0.3970964196205139,0.8947
403,0.3965540558815002,0.8957
404,0.3960738461256027,0.8959
405,0.3956590730190277,0.8958
406,0.3954562766075134,0.8959
407,0.3952053656101227,0.8958
408,0.3947935917377472,0.8958
409,0.39448064746856687,0.8959
410,0.39410623803138733,0.8956
411,0.3935574479579926,0.8964
412,0.393163303399086,0.8967
413,0.39285874729156495,0.8968
414,0.39263159852027896,0.8961
415,0.39234497780799865,0.8959
416,0.39189679691791535,0.896
417,0.3914145200014114,0.8963
418,0.39108282980918885,0.8962
419,0.3907950429677963,0.8963
420,0.3905828825712204,0.8968
421,0.3901338606119156,0.8971
422,0.38982891294956207,0.897
423,0.3895923344373703,0.8968
424,0.38911878702640534,0.8968
425,0.38861397740840914,0.8971
426,0.38830476162433625,0.8972
427,0.38789550673961637,0.897
428,0.3873607790470123,0.8974
429,0.38721367118358613,0.8976
430,0.38691260304450986,0.8973
431,0.3867191258907318,0.8971
432,0.3863905167579651,0.8975
433,0.3861084740161896,0.8973
434,0.38568080928325654,0.8975
435,0.38525457787513734,0.8979
436,0.3849762929201126,0.8978
437,0.38466536340713503,0.8978
438,0.38451802248954775,0.8979
439,0.3841104639053345,0.8982
440,0.38385154106616975,0.8978
441,0.38337730650901797,0.8984
442,0.38309093708992004,0.8981
443,0.3829340764284134,0.8984
444,0.3825347681283951,0.8985
445,0.38220384805202484,0.8984
446,0.3820384963274002,0.8983
447,0.3816654173851013,0.8984
448,0.381126903963089,0.8982
449,0.3809867299079895,0.898
450,0.3805319642782211,0.8984
451,0.38012941644191744,0.8987
452,0.3797953638792038,0.8986
453,0.37967176425457,0.8985
454,0.3794815580368042,0.8982
455,0.379150407743454,0.8987
456,0.37891960911750794,0.8992
457,0.37862450878620146,0.8987
458,0.37816386997699736,0.8986
459,0.3778457637548447,0.8991
460,0.3776121933460236,0.8987
461,0.37746327452659606,0.8992
462,0.37725524725914,0.8991
463,0.3768917552471161,0.8995
464,0.3764941333770752,0.8992
465,0.3762325606107712,0.8989
466,0.3760057783603668,0.8995
467,0.37587250154018403,0.8994
468,0.3754926949262619,0.8993
469,0.3752440230846405,0.8995
470,0.37507488775253295,0.8995
471,0.3746681230068207,0.8996
472,0.3742407381772995,0.8996
473,0.37401380980014803,0.8999
474,0.37366112513542177,0.8999
475,0.37319569840431216,0.9003
476,0.37311629660129547,0.8996
477,0.37287685334682463,0.8994
478,0.3727393782377243,0.8995
479,0.37246882882118226,0.8996
480,0.3722659436941147,0.8994
481,0.37191423234939575,0.8995
482,0.37154360439777373,0.8991
483,0.37132408430576325,0.8998
484,0.3710784040927887,0.8998
485,0.3709998846292496,0.8995
486,0.37064794676303864,0.8997
487,0.37046951134204864,0.9
488,0.37005793273448945,0.9003
489,0.36982752361297605,0.8996
490,0.3697291295528412,0.8999
491,0.3693883609294891,0.9
492,0.3691109122991562,0.9
493,0.3689991987466812,0.9002
494,0.36868758370876314,0.9005
495,0.36820536029338835,0.9003
496,0.3681289634466171,0.9002
497,0.3677356798648834,0.9007
498,0.3673861378669739,0.8999
499,0.36710856211185455,0.9008
500,0.36704245426654813,0.9
