,train_loss,train_acc,val_loss,val_acc
0,,,2.305256986618042,0.0897
1,2.2825117111206055,0.1640625,2.2718854736328127,0.1717
2,2.230034828186035,0.30859375,2.236233292007446,0.2826
3,2.205700397491455,0.39453125,2.1979039710998536,0.4092
4,2.161982536315918,0.453125,2.157909815597534,0.4854
5,2.143092393875122,0.4765625,2.118007384109497,0.5478
6,2.0773415565490723,0.59765625,2.0744020290374756,0.5882
7,2.042172431945801,0.6171875,2.0248909257888794,0.6182
8,1.9833858013153076,0.625,1.9764268077850342,0.637
9,1.9198349714279175,0.6640625,1.927225644302368,0.6534
10,1.8658157587051392,0.66796875,1.8734001571655274,0.6616
11,1.8080607652664185,0.671875,1.8191708934783934,0.6759
12,1.7374128103256226,0.734375,1.7589183193206788,0.6889
13,1.7241613864898682,0.66796875,1.7007382347106934,0.6967
14,1.6385822296142578,0.7109375,1.6400507545471192,0.7043
15,1.617323637008667,0.69140625,1.5842776540756225,0.713
16,1.515893578529358,0.703125,1.5245157556533813,0.7203
17,1.476630449295044,0.71875,1.463812843322754,0.7311
18,1.4356788396835327,0.734375,1.4085390214920044,0.7407
19,1.3462494611740112,0.796875,1.3585253900527954,0.7494
20,1.320025086402893,0.8046875,1.3042195474624634,0.7564
21,1.3047335147857666,0.73828125,1.2538180536270143,0.7674
22,1.1734611988067627,0.8046875,1.2025954414367677,0.7767
23,1.209779977798462,0.734375,1.1594518644332885,0.7826
24,1.1561288833618164,0.7734375,1.1162169525146484,0.7924
25,1.0897172689437866,0.7890625,1.0778226464271545,0.7991
26,1.0604791641235352,0.8046875,1.0420465167045594,0.805
27,1.0579166412353516,0.80078125,1.0036117547035217,0.8103
28,0.9479798078536987,0.8203125,0.970995175075531,0.8145
29,0.9563469290733337,0.796875,0.9401263211250305,0.819
30,0.9044365286827087,0.82421875,0.9140805473327637,0.8191
31,0.9058580994606018,0.828125,0.8890630216598511,0.8238
32,0.8893533945083618,0.8125,0.8636835394859314,0.8277
33,0.8490068912506104,0.8359375,0.8419528290748596,0.8286
34,0.8351480960845947,0.83984375,0.8215937078475952,0.8318
35,0.8089409470558167,0.83203125,0.8007792065620423,0.835
36,0.781198263168335,0.81640625,0.782053844165802,0.8355
37,0.7693806290626526,0.828125,0.7649680383682251,0.8398
38,0.7820742130279541,0.828125,0.7506994080543518,0.8404
39,0.7369062304496765,0.8671875,0.7363093493461609,0.8444
40,0.7574887871742249,0.83984375,0.7219547918319702,0.8453
41,0.7805216908454895,0.80859375,0.7078834508895874,0.8504
42,0.7179544568061829,0.83984375,0.6945334092140197,0.8518
43,0.662326455116272,0.8515625,0.6807279887199402,0.8531
44,0.661177933216095,0.875,0.6679385443687439,0.8537
45,0.6930784583091736,0.8359375,0.6571959762573242,0.8568
46,0.6780233979225159,0.82421875,0.645758808851242,0.8567
47,0.629389762878418,0.8541666666666666,0.6353282202243805,0.8587
48,0.7200826406478882,0.8125,0.6260175282478333,0.8606
49,0.6782255172729492,0.83203125,0.6169562846660614,0.8614
50,0.7017749547958374,0.82421875,0.608301553106308,0.8614
51,0.5877596735954285,0.87890625,0.600367432308197,0.8637
52,0.6285847425460815,0.85546875,0.591966733121872,0.8645
53,0.5513519644737244,0.88671875,0.5840295095443726,0.8662
54,0.6227045059204102,0.859375,0.5778135707855224,0.8671
55,0.6158697605133057,0.86328125,0.570207864665985,0.8689
56,0.5243294835090637,0.88671875,0.5642447241783142,0.8693
57,0.5681874752044678,0.84765625,0.5575562283992768,0.8702
58,0.5386389493942261,0.8671875,0.5511710931777954,0.8714
59,0.49550896883010864,0.88671875,0.544936848115921,0.873
60,0.639537513256073,0.8125,0.5397150718212128,0.8721
61,0.5584017038345337,0.84375,0.5336081822872162,0.8744
62,0.6071812510490417,0.8515625,0.5289153040409088,0.8741
63,0.4777529537677765,0.91015625,0.5230574233531952,0.8752
64,0.5181686878204346,0.8671875,0.518280403137207,0.8765
65,0.5157074928283691,0.859375,0.5133292954921722,0.8772
66,0.5312508344650269,0.875,0.5084797632217407,0.8786
67,0.4722050130367279,0.9140625,0.5035025443553924,0.8789
68,0.5541650652885437,0.828125,0.49974875750541686,0.8797
69,0.5162754058837891,0.86328125,0.49536941838264464,0.8802
70,0.5387002825737,0.85546875,0.4911550769805908,0.8814
71,0.5146955847740173,0.87890625,0.48725749115943906,0.8819
72,0.5214107036590576,0.8515625,0.48362503356933595,0.8817
73,0.517449140548706,0.8671875,0.4799837162017822,0.8819
74,0.5745417475700378,0.859375,0.4763710179805756,0.8824
75,0.4660622179508209,0.890625,0.4730847303390503,0.8837
76,0.5000097751617432,0.85546875,0.46977805786132815,0.8845
77,0.45740869641304016,0.875,0.46680360836982726,0.8847
78,0.44884443283081055,0.890625,0.46341545300483705,0.8852
79,0.529287576675415,0.8671875,0.46060220670700075,0.8855
80,0.4735800325870514,0.8828125,0.4579126380443573,0.8859
81,0.47301578521728516,0.88671875,0.4550846245765686,0.8866
82,0.4733869731426239,0.86328125,0.45236242418289185,0.8865
83,0.4448399841785431,0.875,0.44954215517044066,0.8878
84,0.43731817603111267,0.88671875,0.44689653358459475,0.8874
85,0.48172152042388916,0.890625,0.4444019587993622,0.8883
86,0.42566755414009094,0.90625,0.44193116974830626,0.8892
87,0.4363047778606415,0.90625,0.4391670666217804,0.8891
88,0.5076999664306641,0.85546875,0.4369392204761505,0.8896
89,0.4623592793941498,0.875,0.43439105291366575,0.8891
90,0.39819490909576416,0.8828125,0.4319347283840179,0.8903
91,0.40418460965156555,0.921875,0.42944582920074464,0.8903
